,age,all star,birth date,death date,death year,experience,first year,games,last year,link,name,position
2725,78,0,12/6/1907,7/5/1986,1986,3,1931,25,1934,/players/L/LeexBi20.htm,Biff Lee,G
2726,84,0,6/8/1902,9/29/1986,1986,1,1928,12,1928,/players/L/LevyHa20.htm,Harvey Levy,T-G
2727,44,0,2/22/1942,12/12/1986,1986,7,1964,73,1970,/players/L/LewiGa01.htm,Gary Lewis,RB
2728,43,2,4/6/1943,7/8/1986,1986,11,1965,145,1975,/players/L/LockCa00.htm,Spider Lockhart,DB
2729,68,0,7/9/1918,12/19/1986,1986,2,1941,11,1944,/players/L/LymaDe20.htm,Del Lyman,T
2730,70,0,3/7/1916,11/19/1986,1986,1,1943,8,1943,/players/M/MareJo20.htm,Jodie Marek,FB
2731,84,0,10/23/1901,7/12/1986,1986,2,1925,12,1926,/players/M/MaylGe20.htm,Gene Mayl,E
2732,74,2,7/12/1912,9/20/1986,1986,7,1936,69,1942,/players/M/McChBo20.htm,Bob McChesney,E
2733,42,0,7/10/1943,3/17/1986,1986,2,1966,16,1967,/players/M/McCoDa20.htm,Dave McCormick,T
2734,66,0,6/20/1920,12/20/1986,1986,1,1946,1,1946,/players/M/McQuJa20.htm,Jack McQuary,HB-DB
2735,88,0,6/7/1898,11/3/1986,1986,2,1922,17,1923,/players/M/MillCa22.htm,Candy Miller,T-E
2736,81,0,2/20/1905,7/20/1986,1986,9,1927,111,1935,/players/M/MoleBo20.htm,Bo Molenda,FB-BB-HB
2737,89,0,6/14/1897,8/15/1986,1986,1,1921,1,1921,/players/M/MoseTe20.htm,Ted Moser,G
2738,67,0,7/26/1919,12/24/1986,1986,1,1946,14,1946,/players/N/NelsJi21.htm,Jimmy Nelson,B
2739,66,0,1/30/1920,11/3/1986,1986,7,1941,71,1950,/players/N/NelsRo20.htm,Robert Nelson,C-T-DT-LB
2740,67,0,11/17/1918,6/22/1986,1986,4,1946,39,1949,/players/O/OdsoUr20.htm,Urban Odson,T
2741,77,0,9/11/1908,3/26/1986,1986,1,1930,4,1930,/players/P/PanaTo20.htm,Tony Panaccion,T
2742,68,0,6/10/1918,11/24/1986,1986,1,1941,7,1941,/players/P/ParsLl20.htm,Lloyd Parsons,B
2743,92,0,1/27/1894,5/11/1986,1986,6,1920,49,1926,/players/P/PollFr21.htm,Fritz Pollard,TB-BB-WB/Coach
2744,81,0,5/21/1904,4/29/1986,1986,2,1932,5,1933,/players/P/PoweDi20.htm,Dick Powell,E
2745,87,0,6/11/1899,9/17/1986,1986,1,1924,3,1924,/players/P/PutzFr20.htm,Fred Putzier,E-WB
2746,71,1,9/30/1914,1/21/1986,1986,11,1938,116,1948,/players/R/RayxBa20.htm,Baby Ray,T
2747,89,0,11/2/1896,9/1/1986,1986,4,1923,17,1926,/players/R/RobiEd20.htm,Ed Robinson,B
2748,84,0,1/15/1902,6/26/1986,1986,3,1927,38,1929,/players/R/RogeCh20.htm,Charley Rogers,B/Coach
2749,23,0,9/17/1962,6/27/1986,1986,2,1984,31,1985,/players/R/RogeDo21.htm,Don Rogers,DB
2750,72,0,8/15/1913,1/16/1986,1986,1,1936,7,1936,/players/R/RoseGe20.htm,Gene Rose,E
2751,65,0,11/29/1920,8/1/1986,1986,2,1946,21,1948,/players/R/RoskKe20.htm,Ken Roskie,FB
2752,63,0,5/12/1922,3/1/1986,1986,2,1943,10,1944,/players/R/RostEr20.htm,Ernie Rosteck,C
2753,90,0,9/25/1895,6/19/1986,1986,4,1920,27,1925,/players/S/SackNo20.htm,Norb Sacksteder,B
2754,81,0,1/13/1905,4/22/1986,1986,4,1928,51,1931,/players/S/SedbLe20.htm,Len Sedbrook,B
2755,84,0,8/13/1901,7/6/1986,1986,2,1925,17,1926,/players/S/SeidRe20.htm,Red Seidelson,G-T
2756,79,0,4/12/1907,9/19/1986,1986,1,1929,4,1929,/players/S/ShurRe20.htm,Red Shurtliffe,WB-TB
2757,79,0,1/10/1907,4/0/1986,1986,2,1932,20,1934,/players/S/SianTo20.htm,Tony Siano,C
2758,79,0,12/11/1906,5/27/1986,1986,5,1932,56,1936,/players/S/SiskJo21.htm,Johnny Sisk,HB
2759,71,1,6/13/1914,3/5/1986,1986,7,1937,59,1947,/players/S/SmitGe22.htm,George Smith,C
2760,43,2,7/19/1943,10/15/1986,1986,13,1965,168,1977,/players/S/SmitJe01.htm,Jerry Smith,TE-SE-FL
2761,88,0,4/15/1898,4/24/1986,1986,1,1921,1,1921,/players/S/SmitMa23.htm,Marv Smith,TB
2762,58,0,1/31/1928,11/19/1986,1986,1,1949,4,1949,/players/S/SponBo20.htm,Bob Sponaugle,E
2763,81,0,3/28/1905,11/0/1986,1986,1,1925,2,1925,/players/S/SuchPa20.htm,Paul Suchy,E
2764,87,0,3/10/1899,6/21/1986,1986,3,1925,20,1930,/players/T/TaysJi20.htm,Jimmy Tays,B
2765,93,0,11/14/1892,7/11/1986,1986,4,1920,31,1923,/players/T/ThieDu20.htm,Dutch Thiele,E
2766,88,0,4/25/1897,1/7/1986,1986,1,1924,9,1924,/players/T/ThomFr21.htm,Fred Thomsen,E
2767,73,0,3/4/1913,4/2/1986,1986,6,1935,53,1940,/players/T/TrosMi20.htm,Milt Trost,T-E
2768,25,0,1/13/1961,8/30/1986,1986,1,1983,16,1983,/players/T/TuggJo20.htm,John Tuggle,RB
2769,81,0,1/14/1905,10/20/1986,1986,1,1927,1,1927,/players/T/TuttGe20.htm,George Tuttle,E
2770,70,0,6/18/1915,6/8/1986,1986,2,1937,16,1938,/players/T/TylePe20.htm,Pete Tyler,BB
2771,72,0,11/23/1914,12/18/1986,1986,1,1939,1,1939,/players/U/UhriSt20.htm,Steven Uhrinyak,G
2772,79,0,4/21/1907,9/9/1986,1986,1,1930,1,1930,/players/W/WallEd20.htm,Eddie Wall,BB
2773,69,0,8/13/1916,5/24/1986,1986,1,1945,9,1945,/players/W/WarrBu20.htm,Buss Warren,TB-HB
2774,88,0,6/4/1898,12/10/1986,1986,1,1924,8,1924,/players/W/WattLe20.htm,Len Watters,E
2775,53,0,4/17/1932,2/18/1986,1986,3,1955,26,1960,/players/W/WegeTe00.htm,Ted Wegert,HB
2776,80,0,8/26/1905,2/6/1986,1986,1,1927,12,1927,/players/W/WeirJo20.htm,Joe Weir,E
2777,82,0,1/2/1904,1/19/1986,1986,3,1925,26,1929,/players/W/WentCy20.htm,Cy Wentworth,B
2778,43,0,9/24/1942,9/21/1986,1986,8,1965,97,1972,/players/W/WillCl20.htm,Clancy Williams,DB
2779,94,0,1/5/1892,11/0/1986,1986,2,1921,4,1922,/players/W/WillTr20.htm,Travis Williams,TB-HB
2780,90,0,7/8/1896,9/25/1986,1986,1,1922,4,1922,/players/W/WilsJi20.htm,Jim Wilson,E
2781,68,0,8/30/1917,8/6/1986,1986,4,1940,40,1946,/players/Z/ZontLo20.htm,Lou Zontini,B
2782,70,0,4/8/1916,3/5/1987,1987,1,1942,11,1942,/players/A/AkinLe20.htm,Len Akin,G-LB
2783,78,0,12/16/1908,1/26/1987,1987,1,1939,1,1939,/players/B/BartEa20.htm,Earl Bartlett,HB
2784,74,0,5/20/1913,12/28/1987,1987,1,1938,7,1938,/players/B/BartHa20.htm,Hank Bartos,G
2785,77,0,7/19/1910,9/18/1987,1987,4,1932,40,1936,/players/B/BergGi20.htm,Gil Bergerson,G-T
2786,68,0,6/15/1919,12/6/1987,1987,3,1946,30,1948,/players/B/BernGe21.htm,George Bernhardt,G
2787,30,0,7/21/1956,4/23/1987,1987,6,1978,81,1983,/players/B/BethLa20.htm,Larry Bethea,DT-DE
2788,87,0,3/7/1900,4/13/1987,1987,7,1925,59,1933,/players/B/BlumHe20.htm,Herb Blumer,E-G-T
2789,84,0,5/26/1902,3/11/1987,1987,1,1927,3,1927,/players/B/BohrKa20.htm,Karl Bohren,B
2790,69,0,7/13/1918,11/25/1987,1987,2,1941,15,1945,/players/B/BootDi20.htm,Dick Booth,B
2791,89,0,6/23/1898,7/6/1987,1987,1,1924,1,1924,/players/B/BradJi20.htm,Jim Bradshaw,WB
2792,87,0,12/27/1899,3/19/1987,1987,1,1921,4,1921,/players/B/BranBu20.htm,Butch Brandau,B
2793,95,0,7/13/1892,10/6/1987,1987,1,1920,3,1920,/players/B/BrigHi20.htm,Hi Brigham,G
2794,71,3,3/15/1916,5/25/1987,1987,9,1939,92,1947,/players/B/BrocCh20.htm,Charley Brock,C-HB-FB
2795,85,0,10/24/1902,11/25/1987,1987,4,1926,16,1929,/players/B/BrowJa20.htm,Jack Brown,C-G-T
2796,61,0,1/11/1926,1/15/1987,1987,2,1950,19,1951,/players/C/ChamJi20.htm,Jim Champion,LB-T-DT
2797,82,0,6/13/1904,1/8/1987,1987,1,1930,5,1930,/players/C/CorcJa20.htm,Jack Corcoran,C-G
2798,63,0,12/31/1923,11/2/1987,1987,5,1946,53,1950,/players/C/CrisHa20.htm,Hal Crisler,E
2799,55,0,8/19/1931,4/5/1987,1987,1,1955,8,1955,/players/C/CunnLe20.htm,Leon Cunningham,LB-C
2800,57,0,12/19/1929,11/18/1987,1987,2,1953,3,1954,/players/D/DaviBu20.htm,Buddy Davis,T
2801,52,2,10/13/1934,4/2/1987,1987,11,1959,138,1969,/players/D/DaviTo20.htm,Tommy Davis,K-P
2802,65,0,10/5/1921,7/11/1987,1987,3,1947,37,1949,/players/D/DaviVa20.htm,Van Davis,DE-E
2803,41,0,8/21/1945,4/9/1987,1987,6,1967,71,1974,/players/D/DoddAl00.htm,Al Dodd,WR-SE-DB
2804,67,0,9/5/1920,12/31/1987,1987,4,1944,43,1947,/players/D/DoheGe20.htm,George Doherty,T-G
2805,48,0,1/16/1939,4/19/1987,1987,2,1962,21,1963,/players/D/DudlPa00.htm,Paul Dudley,HB
2806,81,0,6/21/1905,6/12/1987,1987,,,,,/coaches/EdwaBi0.htm,Bill Edwards,Coach
2807,62,0,2/22/1924,1/30/1987,1987,1,1948,9,1948,/players/E/EikeCh20.htm,Charley Eikenberg,QB
2808,44,0,6/26/1942,3/7/1987,1987,3,1965,38,1967,/players/F/FeltBo00.htm,Bobby Felts,HB
2809,67,0,12/30/1919,2/7/1987,1987,1,1945,10,1945,/players/F/FritGe20.htm,George Fritts,T
2810,58,0,9/14/1928,6/22/1987,1987,1,1955,12,1955,/players/F/FuccDo20.htm,Dom Fucci,DB
2811,66,0,10/1/1920,2/19/1987,1987,3,1946,39,1948,/players/G/GaffMo20.htm,Monk Gafford,B
2812,55,0,8/16/1932,12/5/1987,1987,1,1954,9,1954,/players/G/GarrBo20.htm,Bobby Garrett,QB
2813,56,1,11/22/1930,6/14/1987,1987,5,1953,60,1957,/players/G/GilbKl00.htm,Kline Gilbert,T-G
2814,87,0,11/27/1900,12/29/1987,1987,1,1926,5,1926,/players/G/GrigHa20.htm,Hal Griggs,WB-HB
2815,87,0,11/26/1899,5/30/1987,1987,1,1926,2,1926,/players/G/GuttBi20.htm,Bill Gutteron,BB
2816,58,0,10/6/1928,8/24/1987,1987,10,1950,111,1960,/players/H/HansWa20.htm,Wayne Hansen,LB-C-G-T
2817,73,0,5/14/1914,8/22/1987,1987,4,1937,40,1940,/players/H/HarpMa21.htm,Maurice Harper,C
2818,51,0,2/25/1935,2/12/1987,1987,1,1961,13,1961,/players/H/HayeRa00.htm,Ray Hayes,FB
2819,53,2,8/2/1933,1/13/1987,1987,15,1955,190,1970,/players/H/HazeMa00.htm,Matt Hazeltine,LB
2820,85,0,8/27/1901,3/30/1987,1987,3,1924,25,1926,/players/H/HillCh21.htm,Charley Hill,TB-QB-FB-BB
2821,82,0,7/13/1904,1/0/1987,1987,1,1925,1,1925,/players/H/HillCh22.htm,Chuck Hill,FB-WB-E
2822,61,2,12/8/1925,4/15/1987,1987,8,1949,88,1956,/players/H/HoffJo00.htm,John Hoffman,HB-FB-E-LB
2823,84,0,1/26/1903,12/27/1987,1987,3,1925,30,1927,/players/H/HultVi20.htm,Vivian Hultman,E
2824,53,0,1/25/1934,9/5/1987,1987,1,1958,1,1958,/players/I/IgleFl20.htm,Floyd Iglehart,HB
2825,49,0,8/10/1937,7/4/1987,1987,8,1960,93,1967,/players/J/JameDa20.htm,Dan James,T
2826,82,0,5/1/1905,9/23/1987,1987,1,1931,8,1931,/players/J/JessEr20.htm,Ernie Jessen,T
2827,77,0,4/25/1909,1/15/1987,1987,1,1931,2,1931,/players/J/JonaMa20.htm,Marvin Jonas,G
2828,73,0,6/3/1913,3/12/1987,1987,1,1937,1,1937,/players/K/KingFr20.htm,Fred King,HB
2829,67,0,5/26/1920,11/15/1987,1987,3,1944,24,1947,/players/K/KoneFl20.htm,Floyd Konetsky,E
2830,73,0,8/28/1913,2/20/1987,1987,3,1936,29,1938,/players/K/KrauHe20.htm,Henry Krause,C-G
2831,79,0,1/23/1907,1/6/1987,1987,2,1933,20,1934,/players/K/KurtJo20.htm,Joe Kurth,T
2832,47,0,8/9/1939,8/2/1987,1987,1,1961,1,1961,/players/L/LageDi20.htm,Dick Lage,E
2833,72,0,10/1/1915,10/27/1987,1987,1,1938,2,1938,/players/L/LassLo20.htm,Lou Lassahn,E
2834,77,0,3/10/1910,5/7/1987,1987,3,1933,15,1935,/players/L/LeFeGi20.htm,Gil LeFebvre,B
2835,74,2,10/5/1913,10/12/1987,1987,8,1936,71,1946,/players/L/LetlRu20.htm,Russ Letlow,G-T
2836,40,0,3/31/1946,2/7/1987,1987,8,1971,92,1978,/players/L/LeypJo20.htm,John Leypoldt,K
2837,86,0,8/25/1900,6/26/1987,1987,3,1926,26,1930,/players/L/LidbCu20.htm,Cully Lidberg,FB
2838,57,0,11/8/1930,12/15/1987,1987,,,,,/coaches/MalaRa0.htm,Ray Malavasi,Coach
2839,81,0,11/25/1905,9/15/1987,1987,1,1929,14,1929,/players/M/MalcHa20.htm,Harry Malcolm,T-G
2840,65,0,12/6/1921,6/20/1987,1987,2,1946,23,1947,/players/M/MaleHo20.htm,Howard Maley,HB
2841,74,0,1/16/1913,2/8/1987,1987,6,1937,32,1944,/players/M/MastBo20.htm,Bob Masters,HB
2842,61,0,3/10/1926,10/2/1987,1987,4,1947,44,1950,/players/M/MastJo20.htm,John Mastrangelo,T-G
2843,83,0,4/30/1904,5/28/1987,1987,1,1928,6,1928,/players/M/MatsAr20.htm,Arthur Matsu,B
2844,77,0,7/15/1910,8/27/1987,1987,3,1934,19,1936,/players/M/MehrPe20.htm,Pete Mehringer,T-G
2845,52,1,1/16/1935,12/22/1987,1987,6,1963,77,1968,/players/M/MereDu20.htm,Dudley Meredith,DT
2846,70,0,7/3/1917,11/27/1987,1987,1,1944,10,1944,/players/M/MerkEd20.htm,Ed Merkle,G
2847,41,0,3/2/1946,6/26/1987,1987,3,1968,29,1970,/players/M/MeylWa20.htm,Wayne Meylan,LB
2848,97,0,5/3/1889,1/9/1987,1987,2,1920,5,1921,/players/M/MillBl20.htm,Blake Miller,WB-E
2849,81,0,2/23/1906,7/6/1987,1987,1,1931,1,1931,/players/M/MillDu21.htm,Dutch Miller,C
2850,78,0,6/21/1909,11/14/1987,1987,2,1933,5,1934,/players/M/MottBu20.htm,Buster Mott,B
2851,60,0,5/10/1927,8/25/1987,1987,1,1949,11,1949,/players/M/MurpGe20.htm,George Murphy,BB
2852,80,0,1/1/1907,5/5/1987,1987,1,1931,9,1931,/players/N/NemeJe20.htm,Jerry Nemecek,E
2853,77,0,4/6/1910,4/27/1987,1987,2,1935,2,1937,/players/O/ONeiBi20.htm,Bill O'Neill,B
2854,80,0,6/17/1907,8/25/1987,1987,2,1930,7,1931,/players/R/RadiKe20.htm,Ken Radick,E-G-T
2855,66,0,8/21/1921,9/2/1987,1987,1,1946,2,1946,/players/R/ReynJi21.htm,Jim Reynolds,DB
2856,50,1,3/15/1937,4/18/1987,1987,13,1959,159,1971,/players/R/RobbJo00.htm,Joe Robb,DE-LB
2857,61,0,2/8/1926,4/6/1987,1987,2,1948,24,1949,/players/R/RousMi20.htm,Mike Roussos,T
2858,60,0,3/1/1927,8/15/1987,1987,6,1948,64,1953,/players/S/SandDa21.htm,Dan Sandifer,DB-HB
2859,79,0,3/6/1908,3/21/1987,1987,4,1932,41,1935,/players/S/SansOl20.htm,Ollie Sansen,B
2860,81,0,1/26/1906,4/28/1987,1987,1,1931,9,1931,/players/S/SaunRu20.htm,Russ Saunders,FB
2861,65,0,10/26/1921,1/6/1987,1987,1,1947,10,1947,/players/S/ScalTe20.htm,Ted Scalissi,HB
2862,90,0,10/24/1896,7/0/1987,1987,1,1923,2,1923,/players/S/SeibEd20.htm,Ed Seibert,G-E
2863,51,4,3/9/1936,4/3/1987,1987,7,1962,96,1968,/players/S/SestTo00.htm,Tom Sestak,DT
2864,70,0,4/11/1917,7/7/1987,1987,1,1940,3,1940,/players/S/StevRa20.htm,Ralph Stevenson,G-LB
2865,65,0,3/31/1922,12/6/1987,1987,6,1946,68,1951,/players/S/SticWa20.htm,Walt Stickel,T-DT
2866,88,0,9/3/1899,12/21/1987,1987,1,1924,7,1924,/players/S/StocHe20.htm,Herb Stock,TB-HB
2867,75,0,2/11/1912,8/30/1987,1987,2,1935,23,1936,/players/S/StojFr20.htm,Frank Stojack,G
2868,46,0,9/2/1940,8/23/1987,1987,1,1963,12,1963,/players/S/StriTo20.htm,Tony Stricker,DB
2869,59,0,2/27/1928,10/31/1987,1987,3,1952,31,1954,/players/S/SuliGe20.htm,George Sulima,E-DE
2870,66,0,8/28/1921,12/4/1987,1987,1,1946,3,1946,/players/S/SutcGe20.htm,George Sutch,B
2871,63,0,7/6/1923,4/26/1987,1987,5,1945,47,1949,/players/S/SzymFr20.htm,Frank Szymanski,C
2872,69,0,9/1/1917,1/30/1987,1987,1,1939,9,1939,/players/T/ToneTo20.htm,Tony Tonelli,C-G
2873,68,0,9/7/1918,8/1/1987,1987,1,1944,5,1944,/players/T/TurbFr20.htm,Frank Turbert,HB
2874,58,2,10/17/1928,10/7/1987,1987,12,1951,148,1962,/players/W/WalsBo00.htm,Bobby Walston,E-HB-K
2875,67,0,2/8/1920,4/0/1987,1987,5,1946,55,1950,/players/W/WhitJi20.htm,Jim White,T-DT
2876,69,0,9/1/1917,5/5/1987,1987,1,1938,9,1938,/players/Y/YounRo22.htm,Roy Young,T
2877,69,0,12/25/1918,2/9/1988,1988,1,1947,12,1947,/players/A/AlleEr20.htm,Ermal Allen,QB-DB
2878,55,4,6/1/1933,8/8/1988,1988,6,1955,70,1960,/players/A/AmecAl00.htm,Alan Ameche,FB
2879,79,0,6/5/1909,12/22/1988,1988,3,1931,23,1933,/players/A/ApsiMa20.htm,Marger Apsit,BB-LB-DB-TB
2880,90,0,12/25/1897,10/13/1988,1988,2,1921,9,1922,/players/B/BarrNo20.htm,Norm Barry,BB-HB/Coach
2881,90,0,7/9/1898,7/12/1988,1988,3,1924,23,1926,/players/B/BednAl20.htm,Al Bedner,G-T
2882,94,0,12/13/1893,5/20/1988,1988,,,,,/coaches/BerrPu0.htm,Punk Berryman,Coach
2883,74,1,6/27/1914,8/26/1988,1988,2,1937,20,1938,/players/B/BjorDe20.htm,Del Bjork,T
2884,87,0,1/5/1901,12/14/1988,1988,1,1925,3,1925,/players/B/BlacCh20.htm,Charlie Black,E
2885,72,0,8/24/1915,4/5/1988,1988,4,1938,36,1941,/players/B/BrumBo20.htm,Boyd Brumbaugh,B
2886,74,0,3/28/1914,12/18/1988,1988,5,1938,44,1942,/players/B/ButcWe20.htm,Wendell Butcher,B
2887,58,0,2/8/1930,10/25/1988,1988,4,1952,32,1958,/players/C/CareBo20.htm,Bob Carey,E
2888,79,0,10/19/1908,8/7/1988,1988,1,1933,7,1933,/players/C/ChalGe20.htm,George Chalmers,C
2889,68,0,5/20/1920,12/21/1988,1988,1,1945,3,1945,/players/C/ChamGa20.htm,Garth Chamberlain,G
2890,43,0,2/27/1944,1/25/1988,1988,7,1966,79,1973,/players/C/ChomSt20.htm,Steve Chomyszak,DT-DE
2891,37,0,11/8/1950,10/25/1988,1988,8,1973,94,1980,/players/C/ClarBo00.htm,Boobie Clark,RB
2892,80,0,10/31/1907,9/25/1988,1988,4,1932,43,1935,/players/C/CollPa21.htm,Paul Collins,E-DE
2893,72,1,4/28/1916,11/14/1988,1988,1,1940,10,1940,/players/C/CordOl20.htm,Olie Cordill,WB-HB-P
2894,68,0,9/9/1920,9/22/1988,1988,2,1947,22,1948,/players/C/CorlBe20.htm,Bert Corley,C
2895,29,0,1/25/1959,10/10/1988,1988,5,1984,62,1988,/players/C/CrouDa20.htm,David Croudip,DB
2896,82,0,5/27/1905,3/2/1988,1988,2,1929,18,1930,/players/C/CuneEr20.htm,Ernie Cuneo,G
2897,61,0,4/19/1927,11/30/1988,1988,7,1951,80,1957,/players/D/DahmTo20.htm,Tom Dahms,T
2898,80,0,11/14/1907,8/5/1988,1988,1,1933,8,1933,/players/D/DaviRe20.htm,Red Davis,TB
2899,76,0,3/12/1912,8/26/1988,1988,2,1934,4,1937,/players/D/DempJa20.htm,Jack Dempsey,T
2900,95,0,3/14/1892,2/6/1988,1988,2,1923,4,1924,/players/D/DetwJo20.htm,John Detwiler,FB-BB
2901,70,0,11/18/1917,11/17/1988,1988,1,1941,2,1941,/players/D/DowxKe20.htm,Ken Dow,FB
2902,76,0,3/25/1912,7/20/1988,1988,1,1934,11,1934,/players/D/DuggHe20.htm,Herb Duggins,E
2903,65,0,1/13/1923,2/23/1988,1988,4,1946,37,1949,/players/D/DuggJa20.htm,Jack Dugger,T-DE
2904,64,0,4/15/1924,5/6/1988,1988,1,1948,5,1948,/players/E/EdwaWe20.htm,Weldon Edwards,T
2905,73,0,12/27/1914,5/18/1988,1988,2,1938,22,1939,/players/E/ElliDr20.htm,Drew Ellis,T
2906,66,0,5/27/1922,8/24/1988,1988,1,1948,4,1948,/players/E/ElliLa20.htm,Larry Ellis,LB
2907,86,0,8/15/1901,4/27/1988,1988,5,1925,57,1929,/players/F/FleiJa20.htm,Jack Fleischmann,G
2908,92,0,3/23/1896,11/9/1988,1988,1,1926,3,1926,/players/F/FrieJa20.htm,Jake Friedman,E
2909,67,0,11/8/1921,11/17/1988,1988,1,1947,8,1947,/players/G/GallBe20.htm,Bernie Gallagher,G
2910,78,1,5/10/1910,12/18/1988,1988,10,1931,103,1940,/players/G/GantMi20.htm,Milt Gantenbein,E-DE
2911,86,0,5/28/1901,1/26/1988,1988,3,1923,26,1925,/players/G/GoebPa20.htm,Paul Goebel,E
2912,73,0,10/20/1915,10/26/1988,1988,1,1940,7,1940,/players/H/HackJo20.htm,Johnny Hackenbruck,T
2913,88,0,10/29/1900,11/12/1988,1988,2,1923,17,1924,/players/H/HallDi21.htm,Death Halladay,E-WB
2914,92,0,1/14/1896,8/19/1988,1988,8,1920,64,1927,/players/H/HathRu20.htm,Russ Hathaway,T-G
2915,59,0,10/3/1928,6/13/1988,1988,4,1950,40,1955,/players/H/HaynHa20.htm,Hall Haynes,DB
2916,64,0,7/21/1924,11/11/1988,1988,1,1948,12,1948,/players/H/HazeRo20.htm,Robert Hazelhurst,HB
2917,79,3,4/10/1909,11/9/1988,1988,10,1932,113,1941,/players/H/HinkCl20.htm,Clarke Hinkle,FB-LB-HB-DB
2918,57,0,5/27/1931,6/15/1988,1988,1,1953,2,1953,/players/H/HodeMe20.htm,Merwin Hodel,FB
2919,52,0,9/29/1935,4/21/1988,1988,7,1959,26,1966,/players/H/HumpBu00.htm,Buddy Humphrey,QB
2920,40,0,6/29/1948,8/10/1988,1988,5,1970,60,1976,/players/J/JohnBe20.htm,Benny Johnson,DB
2921,69,0,4/6/1918,1/17/1988,1988,2,1941,5,1942,/players/J/JoneTh20.htm,Thurmon Jones,FB-DB
2922,76,0,9/8/1911,9/3/1988,1988,1,1936,12,1936,/players/K/KellCl20.htm,Clarence Kellogg,FB
2923,65,0,6/10/1923,6/10/1988,1988,3,1947,40,1949,/players/K/KernJo20.htm,John Kerns,T
2924,89,0,9/13/1898,7/25/1988,1988,2,1921,2,1926,/players/K/KillGl20.htm,Glenn Killinger,TB
2925,84,0,2/1/1904,8/12/1988,1988,1,1926,1,1926,/players/K/KoplLo20.htm,Lou Koplow,T
2926,82,0,4/27/1906,12/24/1988,1988,4,1932,37,1935,/players/K/KresJo20.htm,Joe Kresky,G-T
2927,68,0,10/23/1919,10/2/1988,1988,,,,,/coaches/LemmWa0.htm,Wally Lemm,Coach
2928,82,0,2/3/1906,6/24/1988,1988,1,1933,2,1933,/players/L/LeyeTe20.htm,Tex Leyendecker,T-C-LB
2929,72,0,6/23/1915,4/21/1988,1988,2,1944,14,1945,/players/L/LindLu20.htm,Luke Lindon,T
2930,71,0,8/6/1916,5/23/1988,1988,3,1938,20,1940,/players/L/LittCa20.htm,Carl Littlefield,B
2931,45,0,10/10/1942,9/24/1988,1988,5,1964,42,1969,/players/L/LoonJo00.htm,Joe Don Looney,HB-FB
2932,84,0,2/19/1904,10/9/1988,1988,1,1930,2,1930,/players/M/ManfTo20.htm,Tony Manfreda,HB
2933,80,0,11/6/1907,6/4/1988,1988,3,1934,34,1936,/players/M/MateEd20.htm,Ed Matesic,TB-HB
2934,43,0,3/16/1945,12/15/1988,1988,1,1969,5,1969,/players/M/MayeBe20.htm,Ben Mayes,DE-DT
2935,83,0,2/4/1905,11/20/1988,1988,1,1934,3,1934,/players/M/McLeRu20.htm,Russ McLeod,C
2936,55,0,5/14/1932,1/1/1988,1988,1,1958,12,1958,/players/M/MineTo20.htm,Tom Miner,K
2937,72,0,10/24/1915,1/8/1988,1988,2,1939,11,1940,/players/M/MorgBo22.htm,Boyd Morgan,B
2938,70,0,5/25/1918,10/16/1988,1988,1,1942,6,1942,/players/M/MorrFr20.htm,Frank Morris,FB
2939,59,0,12/26/1928,5/8/1988,1988,3,1951,30,1953,/players/M/MoseBo20.htm,Bob Moser,C
2940,96,0,10/6/1891,2/25/1988,1988,1,1923,3,1923,/players/M/MulvVi20.htm,Vince Mulvey,B
2941,77,0,11/8/1911,12/2/1988,1988,9,1934,97,1942,/players/N/NiccAr20.htm,Armand Niccolai,T-G
2942,86,0,12/11/1901,11/29/1988,1988,1,1926,7,1926,/players/N/NonnIk20.htm,Ike Nonnemaker,E-BB
2943,75,0,2/26/1913,10/8/1988,1988,2,1937,7,1938,/players/N/NoriRe20.htm,Reino Nori,QB
2944,54,0,12/28/1933,5/15/1988,1988,1,1960,6,1960,/players/N/NunnR.20.htm,R.B. Nunnery,T
2945,71,0,5/10/1916,3/31/1988,1988,2,1940,20,1946,/players/P/PerdBo20.htm,Bolo Perdue,DE-E
2946,68,0,5/27/1919,1/25/1988,1988,3,1942,26,1945,/players/P/PetcJo20.htm,John Petchel,BB
2947,50,2,9/10/1937,2/6/1988,1988,9,1959,115,1967,/players/P/PietNi00.htm,Nick Pietrosante,FB
2948,93,0,8/17/1894,1/28/1988,1988,1,1926,1,1926,/players/P/PoweRo20.htm,Roger Powell,WB
2949,79,0,11/3/1908,3/6/1988,1988,1,1932,7,1932,/players/R/RascAm20.htm,Am Rascher,T-G
2950,75,0,8/9/1912,3/6/1988,1988,1,1934,1,1934,/players/R/RattFr20.htm,Fred Ratterman,HB
2951,74,0,10/31/1913,2/7/1988,1988,1,1934,2,1934,/players/R/ReynHo20.htm,Homer Reynolds,G
2952,38,0,3/18/1950,5/30/1988,1988,1,1974,14,1974,/players/R/RoacTr20.htm,Travis Roach,G
2953,87,0,1/27/1901,8/25/1988,1988,,,,,/players/R/RoonAr0a.htm,Art Rooney,
2954,91,0,6/9/1896,1/13/1988,1988,6,1923,47,1929,/players/R/RoonBi20.htm,Bill Rooney,B-C
2955,80,0,4/17/1908,11/29/1988,1988,4,1934,33,1937,/players/R/RoseTe20.htm,Ted Rosequist,T
