,age,birth date,death date,death season,first year,games,last year,link,name,position
529,72,1916-01-07,1988-12-16,1989,1936,518,1947,/players/p/prattba01.html,Babe Pratt,D
530,83,1906-01-29,1989-05-14,1989,1928,310,1936,/players/p/primejo01.html,Joe Primeau,C
531,71,1917-06-19,1989-05-15,1989,1939,187,1945,/players/s/shewcja01.html,Jack Shewchuk,D
532,30,1958-10-29,1989-06-21,1989,1979,1,1979,/players/s/skaarbj01.html,Bjorn Skaare,C
533,46,1942-03-20,1989-02-12,1989,1968,130,1971,/players/s/speerbi01.html,Bill Speer,D
534,61,1927-09-21,1989-06-05,1989,1948,1,1948,/players/s/sulliba01.html,Barry Sullivan,RW
535,71,1917-09-21,1988-10-24,1989,1942,4,1942,/players/t/tudinco01.html,Connie Tudin,C
536,84,1905-04-09,1989-07-18,1989,1931,17,1931,/players/w/waitefr01.html,Frank Waite,C
537,72,1916-11-12,1989-06-01,1989,1945,1,1945,/players/z/zoborma01.html,Marty Zoborosky,D
538,76,1913-01-13,1989-12-05,1990,1938,6,1938,/players/b/bessope01.html,Pete Bessone,D
539,78,1911-03-06,1990-01-01,1990,1934,437,1944,/players/b/bollbu01.html,Buzz Boll,LW
540,73,1916-12-29,1990-05-16,1990,1944,5,1944,/players/c/carrre01.html,Red Carr,LW
541,81,1909-04-22,1990-07-02,1990,1935,87,1938,/players/c/connebe01.html,Bert Connelly,LW
542,84,1905-11-18,1990-05-29,1990,1931,11,1931,/players/c/creigji01.html,Jimmy Creighton,F
543,88,1901-06-14,1990-02-17,1990,1925,586,1938,/players/d/dayha01.html,Hap Day,D
544,87,1902-08-04,1989-10-08,1990,1923,1,1923,/players/d/denoige01.html,Gerry Denoird,C
545,68,1921-05-10,1989-12-15,1990,1942,10,1942,/players/g/gronsll01.html,Lloyd Gronsdahl,RW
546,65,1924-12-19,1989-12-26,1990,1948,1113,1969,/players/h/harvedo01.html,Doug Harvey,D
547,70,1919-01-16,1990-01-14,1990,1939,91,1944,/players/k/kilreke01.html,Ken Kilrea,LW
548,87,1902-11-22,1990-07-31,1990,1926,383,1935,/players/l/leducal01.html,Albert Leduc,D
549,78,1911-12-12,1990-05-29,1990,1934,233,1940,/players/m/mackebi01.html,Bill MacKenzie,D
550,81,1908-11-29,1990-01-25,1990,1929,488,1941,/players/m/manthge01.html,Georges Mantha,D/LW
551,83,1907-03-24,1990-05-26,1990,1933,176,1936,/players/m/mcfaddo01.html,Don McFadyen,C/LW
552,76,1914-02-16,1990-08-24,1990,1935,517,1948,/players/m/metzni01.html,Nick Metz,LW
553,77,1911-11-07,1989-09-28,1990,1937,5,1937,/players/s/schaebu01.html,Butch Schaeffer,D
554,78,1911-11-30,1990-07-04,1990,1935,484,1946,/players/s/schrisw01.html,Sweeney Schriner,LW
555,78,1911-12-07,1990-05-12,1990,1932,657,1946,/players/s/seibeea01.html,Earl Seibert,D
556,71,1919-05-03,1990-06-12,1990,1940,321,1948,/players/t/taylobi01.html,Billy Taylor,C
557,81,1908-10-01,1990-05-15,1990,1932,388,1941,/players/y/youngdo01.html,Doug Young,D
558,59,1931-04-07,1990-11-06,1991,1951,541,1962,/players/a/armstbo01.html,Bob Armstrong,D
559,67,1923-12-22,1991-08-08,1991,1945,49,1945,/players/a/atanawa01.html,Walt Atanas,RW
560,83,1907-10-02,1990-12-26,1991,1931,329,1939,/players/b/beattre01.html,Red Beattie,LW
561,79,1911-06-20,1990-10-17,1991,1934,281,1940,/players/b/bowmara01.html,Ralph Bowman,D
562,78,1912-09-12,1990-10-27,1991,1934,41,1936,/players/d/daviebo01.html,Bob Davie,D
563,70,1920-04-25,1991-04-16,1991,1944,76,1945,/players/d/dillbo01.html,Bob Dill,D
564,83,1908-07-14,1991-07-30,1991,1929,53,1944,/players/g/grantbe01.html,Benny Grant,G
565,85,1905-09-05,1990-12-11,1991,1927,52,1935,/players/g/grossll01.html,Lloyd Gross,LW
566,77,1914-04-29,1991-06-12,1991,1936,425,1947,/players/h/hamilre01.html,Reg Hamilton,D
567,72,1917-12-31,1990-12-14,1991,1939,106,1942,/players/h/heronre01.html,Red Heron,C
568,52,1938-11-13,1990-11-24,1991,1962,691,1973,/players/h/hillmwa01.html,Wayne Hillman,D
569,64,1926-06-14,1990-12-31,1991,1948,16,1950,/players/j/juckebi01.html,Bing Juckes,LW
570,67,1923-06-14,1991-06-07,1991,1947,63,1951,/players/l/lancija01.html,Jack Lancien,D
571,80,1910-02-02,1990-09-01,1991,1931,367,1939,/players/l/levinal01.html,Alex Levinsky,D
572,84,1906-04-17,1991-01-20,1991,1929,484,1939,/players/l/lewishe01.html,Herbie Lewis,LW
573,76,1914-10-31,1991-07-21,1991,1935,446,1945,/players/m/mcdonbu01.html,Bucko McDonald,D
574,78,1913-04-08,1991-08-19,1991,1936,19,1944,/players/s/sherfjo01.html,John Sherf,LW
575,65,1925-10-23,1990-11-24,1991,1948,145,1950,/players/s/sherofr01.html,Fred Shero,D
576,54,1937-01-30,1991-03-21,1991,1960,4,1960,/players/s/sweenbi01.html,Bill Sweeney,C
577,75,1915-02-15,1990-09-09,1991,1939,5,1939,/players/t/tenoha01.html,Harvey Teno,G
578,64,1927-02-23,1991-05-18,1991,1946,787,1958,/players/t/thomsji01.html,Jimmy Thomson,D
579,84,1906-09-01,1990-11-15,1991,1928,528,1939,/players/w/wardji01.html,Jimmy Ward,RW
580,87,1904-01-01,1991-05-26,1991,1928,246,1935,/players/w/wasnini01.html,Nick Wasnie,RW
581,76,1914-04-24,1991-02-01,1991,1936,591,1948,/players/w/watsoph01.html,Phil Watson,RW/C
582,59,1932-03-05,1991-07-12,1991,1959,6,1959,/players/y/yackeke01.html,Ken Yackel,RW
583,75,1916-10-09,1992-03-14,1992,1941,1,1941,/players/a/allumbi01.html,Bill Allum,D
584,88,1903-07-03,1992-04-07,1992,1927,316,1934,/players/b/baileac01.html,Ace Bailey,RW
585,83,1907-11-06,1991-10-16,1992,1933,368,1940,/players/b/buswewa01.html,Walt Buswell,D
586,58,1933-12-25,1992-06-25,1992,1955,671,1971,/players/c/cahanla01.html,Larry Cahan,D
587,83,1908-06-05,1991-11-13,1992,1943,6,1943,/players/c/carbole01.html,Leo Carbol,D
588,92,1900-04-18,1992-07-26,1992,1931,21,1931,/players/c/crossst01.html,Stan Crossett,D
589,88,1903-07-09,1991-12-25,1992,1924,554,1937,/players/f/finnifr01.html,Frank Finnigan,RW
590,69,1922-05-12,1991-11-06,1992,1942,650,1956,/players/g/goldhbo01.html,Bob Goldham,D
591,30,1961-07-02,1992-06-06,1992,1985,3,1985,/players/h/hagglro01.html,Roger Hagglund,D
592,45,1946-05-13,1992-03-01,1992,1971,18,1973,/players/h/heindbi01.html,Bill Heindl,LW
593,56,1935-12-04,1992-03-16,1992,1955,3,1956,/players/h/howelro01.html,Ron Howell,D/LW
594,83,1909-03-15,1992-08-06,1992,1932,81,1935,/players/j/jerwafr01.html,Frank Jerwa,LW/D
595,80,1911-12-12,1992-05-02,1992,1936,336,1946,/players/k/karakmi01.html,Mike Karakas,G
596,83,1909-02-18,1992-07-03,1992,1930,325,1938,/players/k/kilrewa01.html,Wally Kilrea,RW/C
597,27,1965-03-22,1992-08-08,1992,1986,244,1992,/players/k/kordijo01.html,John Kordic,RW
598,40,1952-04-06,1992-07-29,1992,1974,312,1984,/players/l/larocmi01.html,Michel Larocque,G
599,71,1921-01-09,1992-06-18,1992,1944,96,1945,/players/m/mcaulke01.html,Ken McAuley,G
600,81,1910-11-12,1992-07-19,1992,1940,1,1940,/players/p/peerbe01.html,Bert Peer,RW
601,90,1902-01-19,1992-01-29,1992,1930,222,1935,/players/s/somerar01.html,Art Somers,C
602,68,1922-11-28,1991-10-11,1992,1944,7,1944,/players/s/strobar01.html,Art Strobel,LW
603,84,1906-11-02,1991-09-13,1992,1927,582,1939,/players/t/thomppa01.html,Paul Thompson,LW
604,69,1922-09-11,1991-11-21,1992,1949,17,1949,/players/t/trainwe01.html,Wes Trainor,C/LW
605,76,1915-03-19,1992-02-29,1992,1937,324,1947,/players/w/waresed01.html,Eddie Wares,D/RW
606,51,1940-04-17,1992-02-08,1992,1962,664,1976,/players/w/willito01.html,Tommy Williams,RW
607,96,1897-02-09,1993-07-08,1993,1926,7,1926,/players/b/brackjo01.html,John Brackenborough,LW/C
608,58,1934-06-30,1992-12-02,1993,1955,57,1958,/players/c/caffeja01.html,Jack Caffery,C
609,71,1921-11-05,1993-04-12,1993,1943,35,1943,/players/c/camersc01.html,Scotty Cameron,C
610,79,1913-10-04,1993-04-09,1993,1937,60,1940,/players/c/cunnile01.html,Les Cunningham,C
611,79,1914-02-09,1993-08-02,1993,1944,3,1944,/players/f/frasear01.html,Archie Fraser,C
612,73,1919-08-31,1992-11-07,1993,1944,229,1949,/players/g/gauthfe01.html,Fern Gauthier,RW
613,48,1944-10-01,1993-03-06,1993,1970,120,1972,/players/j/johnsda01.html,Danny Johnson,C
614,90,1902-11-03,1993-04-07,1993,1927,34,1928,/players/l/lafrale01.html,Leo Lafrance,LW
615,66,1927-06-10,1993-06-30,1993,1953,4,1953,/players/m/macinia01.html,Ian MacIntosh,RW
616,76,1917-08-07,1993-08-27,1993,1942,7,1942,/players/m/mcandha01.html,Hazen McAndrew,D
617,81,1912-02-08,1993-08-15,1993,1935,1,1935,/players/m/mcculbo01.html,Bob McCulley,RW/D
618,73,1919-04-06,1993-02-14,1993,1939,194,1947,/players/r/reardte01.html,Terry Reardon,C/RW
619,82,1910-09-13,1993-06-15,1993,1934,12,1934,/players/s/smilldo01.html,Don Smillie,LW
620,79,1914-03-23,1993-08-06,1993,1939,9,1944,/players/t/thomsbi02.html,Bill Thomson,C/RW
621,80,1912-08-05,1992-09-03,1993,1944,4,1944,/players/w/waltobo01.html,Bobby Walton,C/RW
622,90,1903-05-09,1993-08-27,1993,1930,208,1935,/players/w/wilcoar01.html,Archie Wilcox,RW/D
623,78,1916-03-16,1994-07-24,1994,1941,5,1943,/players/b/behlidi01.html,Dick Behling,D
624,83,1910-11-07,1993-12-08,1994,1931,299,1938,/players/b/brydsgl01.html,Glenn Brydson,RW
625,66,1927-05-17,1994-01-17,1994,1949,4,1950,/players/b/buchaal01.html,Al Buchanan,LW
626,85,1907-11-20,1993-11-13,1994,1932,50,1935,/players/c/cookbu02.html,Bud Cook,C
627,65,1928-05-15,1993-10-01,1994,1954,3,1954,/players/c/corrian01.html,Andre Corriveau,RW
628,68,1925-08-06,1994-07-13,1994,1946,385,1954,/players/c/coutuge01.html,Gerry Couture,RW
629,81,1912-06-12,1993-12-31,1994,1935,549,1947,/players/c/cowlebi01.html,Bill Cowley,C
630,74,1919-07-17,1994-05-12,1994,1944,4,1944,/players/d/damorha01.html,Hank D'Amore,C
631,91,1902-09-13,1993-10-28,1994,1926,307,1933,/players/d/darraha01.html,Harold Darragh,LW
632,69,1924-08-10,1993-10-26,1994,1944,5,1944,/players/d/dunlafr01.html,Frank Dunlap,W
633,81,1912-09-05,1993-11-15,1994,1944,1,1944,/players/d/dyckhe01.html,Henry Dyck,C/LW
634,79,1914-11-08,1994-02-12,1994,1938,42,1944,/players/f/frankji01.html,Jimmy Franks,G
635,68,1925-06-02,1994-04-01,1994,1943,102,1946,/players/h/hamilja01.html,Jack Hamilton,C
636,82,1911-11-18,1994-05-04,1994,1931,406,1939,/players/j/jenkiro01.html,Roger Jenkins,RW/D
637,81,1912-03-04,1993-09-09,1994,1938,76,1945,/players/j/johnsvi01.html,Virgil Johnson,D
638,78,1915-08-13,1993-10-26,1994,1937,26,1942,/players/k/kroljo01.html,Joe Krol,LW
639,73,1921-03-03,1994-08-10,1994,1947,3,1947,/players/l/lewisdo01.html,Doug Lewis,LW
640,73,1920-09-19,1994-01-13,1994,1942,98,1947,/players/m/mcgilja02.html,Jack McGill,C
641,87,1906-05-06,1993-10-15,1994,1931,166,1936,/players/m/mcinebe01.html,Bert McInenly,LW/D
642,72,1921-11-02,1994-07-09,1994,1942,711,1955,/players/m/mosiebi01.html,Bill Mosienko,RW
643,89,1904-08-12,1993-12-12,1994,1930,6,1930,/players/t/taylobo01.html,Bob Taylor,RW
644,75,1918-08-09,1993-10-12,1994,1940,25,1943,/players/t/thomsrh01.html,Rhys Thomson,D
645,80,1914-01-14,1994-05-07,1994,1942,39,1943,/players/t/tutenau01.html,Aud Tuten,D
646,86,1907-01-06,1993-09-13,1994,1927,264,1938,/players/v/vossca01.html,Carl Voss,C
647,78,1916-09-09,1995-08-15,1995,1941,11,1941,/players/a/allenvi01.html,Viv Allen,RW
648,88,1906-06-22,1995-03-18,1995,1926,2,1926,/players/b/bergdfr01.html,Fred Bergdinon,RW
649,85,1909-07-01,1995-02-13,1995,1930,295,1943,/players/b/beverbi01.html,Bill Beveridge,G
650,82,1912-08-21,1995-05-17,1995,1935,577,1948,/players/b/blaketo01.html,Toe Blake,LW
651,73,1922-04-11,1995-04-13,1995,1941,27,1942,/players/b/branian01.html,Andy Branigan,D
652,90,1905-04-04,1995-08-12,1995,1928,20,1930,/players/b/burnsbo01.html,Bobby Burns,LW
653,77,1918-02-20,1995-02-23,1995,1942,11,1942,/players/b/burnsno01.html,Norm Burns,C
654,60,1934-01-24,1994-12-07,1995,1954,1,1954,/players/c/chalmch01.html,Chick Chalmers,C
655,26,1968-08-04,1995-04-05,1995,1992,15,1992,/players/c/colmami01.html,Michael Colman,D
656,79,1915-04-16,1994-11-30,1995,1936,192,1940,/players/d/desiljo01.html,Joffre Desilets,RW
657,74,1921-01-10,1995-06-10,1995,1947,24,1947,/players/d/doranll01.html,Lloyd Doran,C
658,87,1907-08-16,1995-04-02,1995,1934,96,1936,/players/f/frewir01.html,Irv Frew,D
659,86,1908-11-03,1995-06-17,1995,1937,5,1937,/players/k/klingik01.html,Ike Klingbeil,D
660,83,1911-05-24,1995-05-15,1995,1935,48,1936,/players/l/lockino01.html,Norm Locking,LW/C
661,52,1942-09-08,1995-05-27,1995,1968,47,1972,/players/m/macswra01.html,Ralph MacSweyn,D
662,74,1921-02-25,1995-06-18,1995,1942,53,1945,/players/m/mariofr01.html,Frank Mario,C
663,65,1929-07-25,1995-07-03,1995,1954,107,1957,/players/m/mazured01.html,Eddie Mazur,D/LW
664,82,1913-02-27,1995-04-04,1995,1933,76,1939,/players/r/raymopa01.html,Paul Raymond,RW
665,86,1908-12-11,1995-02-16,1995,1930,66,1933,/players/r/reganbi01.html,Bill Regan,D
666,82,1912-02-19,1994-11-12,1995,1937,1,1937,/players/r/reidgo01.html,Gord Reid,D
667,74,1920-11-23,1995-08-04,1995,1944,2,1944,/players/r/ruellbe01.html,Bernie Ruelle,LW
668,54,1940-09-06,1995-08-02,1995,1968,67,1969,/players/s/smithbr02.html,Brian Smith,LW
669,55,1939-01-22,1994-12-07,1995,1960,796,1972,/players/t/trembjc01.html,J.C. Tremblay,D
670,74,1921-05-25,1995-08-15,1995,1948,53,1948,/players/w/wilsowa01.html,Wally Wilson,C
671,25,1970-10-23,1996-08-23,1996,1994,16,1995,/players/b/batteje01.html,Jeff Batters,D
672,80,1915-05-24,1996-01-05,1996,1939,142,1946,/players/c/churcja01.html,Jack Church,D
673,88,1908-02-17,1996-04-13,1996,1931,28,1931,/players/c/coulsda01.html,D'arcy Coulson,D
674,53,1942-03-16,1996-01-11,1996,1964,515,1977,/players/c/croziro01.html,Roger Crozier,G
675,87,1908-06-19,1996-06-02,1996,1931,367,1939,/players/e/evansst01.html,Stewart Evans,D
676,51,1944-08-24,1996-03-29,1996,1965,771,1978,/players/g/goldsbi01.html,Bill Goldsworthy,RW
677,82,1914-02-15,1996-04-11,1996,1938,324,1946,/players/h/hillme01.html,Mel Hill,RW
678,67,1929-03-01,1996-07-03,1996,1950,33,1951,/players/h/hirscbe01.html,Bert Hirschfeld,LW
679,86,1910-04-01,1996-04-11,1996,1934,138,1938,/players/k/kendabi01.html,Bill Kendall,RW
680,85,1911-01-27,1996-04-29,1996,1931,14,1931,/players/k/kinsera01.html,Ray Kinsella,LW
681,79,1916-10-29,1995-12-07,1996,1941,152,1947,/players/m/mowerjo01.html,Johnny Mowers,G
682,43,1952-07-23,1996-01-01,1996,1976,207,1982,/players/n/nyropbi01.html,Bill Nyrop,D
683,84,1912-07-30,1996-08-15,1996,1934,388,1943,/players/p/portlja01.html,Jack Portland,D
684,69,1926-10-09,1996-07-27,1996,1950,430,1960,/players/r/rollial01.html,Al Rollins,G
685,77,1918-10-24,1996-04-18,1996,1945,31,1945,/players/r/rozzigi01.html,Gino Rozzini,C
686,86,1909-05-27,1995-10-11,1996,1931,5,1931,/players/v/vokesed01.html,Ed Vokes,LW
687,63,1933-03-08,1996-04-14,1996,1955,2,1955,/players/z/zeniued01.html,Ed Zeniuk,D
688,76,1920-09-14,1997-01-12,1997,1946,13,1946,/players/b/brownha01.html,Harold Brown,RW
689,37,1959-03-01,1996-12-13,1997,1982,7,1983,/players/b/brownje01.html,Jeff Brownschidle,D
690,78,1919-05-09,1997-07-15,1997,1941,27,1946,/players/b/brucego01.html,Gordie Bruce,LW
691,84,1912-02-10,1996-09-26,1997,1935,491,1946,/players/d/davidbo01.html,Bob Davidson,LW
692,55,1941-04-27,1997-03-27,1997,1962,283,1970,/players/d/dillabo01.html,Bob Dillabough,C
693,24,1972-11-20,1997-08-19,1997,1992,35,1996,/players/d/dupreya01.html,Yanick Dupre,LW
694,68,1928-04-21,1996-11-10,1997,1949,754,1963,/players/e/evansja01.html,Jack Evans,D
695,84,1913-05-23,1997-07-14,1997,1935,15,1936,/players/f/finnied01.html,Ed Finnigan,LW
696,78,1918-10-14,1996-11-15,1997,1945,21,1945,/players/f/fraseha01.html,Harvey Fraser,C
697,78,1918-08-01,1997-01-30,1997,1937,219,1947,/players/j/jacksha01.html,Harold Jackson,D
698,68,1929-03-03,1997-08-10,1997,1951,156,1959,/players/k/kraftst01.html,Stephen Kraftcheck,D
699,73,1923-12-12,1997-03-19,1997,1948,343,1954,/players/k/kullmed01.html,Eddie Kullman,RW
700,73,1923-09-11,1996-11-17,1997,1950,203,1952,/players/k/kylegu01.html,Gus Kyle,D
701,83,1913-06-20,1996-10-18,1997,1935,266,1943,/players/m/motteal01.html,Alex Motter,C
702,78,1918-12-09,1997-02-06,1997,1942,16,1949,/players/t/thompcl01.html,Cliff Thompson,D
703,77,1920-10-07,1998-05-14,1998,1947,197,1950,/players/b/boescga01.html,Garth Boesch,D
704,81,1917-07-07,1998-08-18,1998,1942,23,1946,/players/b/brownge02.html,Gerry Brown,LW
705,67,1931-01-09,1998-06-04,1998,1951,4,1954,/players/b/burchfr01.html,Fred Burchell,C
706,67,1930-02-20,1998-02-03,1998,1956,5,1956,/players/c/clunewa01.html,Wally Clune,D
707,80,1917-07-22,1997-09-03,1998,1938,83,1944,/players/d/demerto01.html,Tony Demers,RW
708,81,1916-02-20,1997-12-23,1998,1942,1,1942,/players/d/dickibi01.html,Bill Dickie,G
709,74,1923-05-28,1998-05-15,1998,1945,1,1945,/players/f/fillima01.html,Marcel Fillion,LW
710,77,1920-04-12,1998-03-30,1998,1941,2,1941,/players/f/finkbll01.html,Lloyd Finkbeiner,LW/D
711,83,1914-11-07,1998-01-01,1998,1943,19,1943,/players/f/forseja01.html,Jack Forsey,RW
712,66,1931-03-23,1998-02-12,1998,1953,789,1968,/players/g/godfrwa01.html,Warren Godfrey,D
713,83,1914-04-14,1998-03-08,1998,1942,5,1942,/players/h/haggaji01.html,Jim Haggarty,LW
714,88,1909-12-27,1998-02-17,1998,1938,8,1938,/players/h/hansoos01.html,Oscar Hanson,C
715,64,1933-01-31,1997-09-11,1998,1954,727,1970,/players/h/henryca01.html,Camille Henry,C
716,85,1913-01-29,1998-07-15,1998,1935,20,1936,/players/h/hergefr01.html,Fred Hergerts,C
717,75,1922-06-23,1998-04-28,1998,1946,530,1956,/players/l/laycoha01.html,Hal Laycoe,D
718,49,1948-10-18,1997-10-28,1998,1973,228,1978,/players/l/leflebr01.html,Bryan Lefley,D/LW
719,90,1907-08-01,1997-10-07,1998,1933,323,1942,/players/m/markegu01.html,Gus Marker,RW
720,67,1930-09-08,1998-03-15,1998,1950,499,1960,/players/m/mcintja01.html,Jack McIntyre,D
721,84,1913-04-03,1997-10-17,1998,1934,156,1942,/players/o/oneilji01.html,Jim O'Neil,C/RW
722,84,1914-06-28,1998-06-30,1998,1937,78,1939,/players/p/parsoge01.html,George Parsons,LW
723,37,1960-09-07,1998-03-15,1998,1989,48,1989,/players/p/pasekdu01.html,Dusan Pasek,C
724,83,1915-06-28,1998-07-27,1998,1938,164,1946,/players/p/patrimu01.html,Muzz Patrick,D
725,85,1911-10-22,1997-09-20,1998,1932,48,1934,/players/r/roberfr01.html,Fred Robertson,D
726,72,1925-09-17,1997-11-02,1998,1944,7,1944,/players/s/schmicl01.html,Clarence Schmidt,RW
727,75,1923-03-06,1998-08-15,1998,1943,79,1947,/players/s/shillbi01.html,Bill Shill,RW
728,79,1919-01-03,1998-08-16,1998,1942,18,1942,/players/t/tustino01.html,Norm Tustin,LW
729,83,1915-01-18,1998-12-24,1999,1937,423,1948,/players/a/appssy01.html,Syl Apps,C
730,65,1933-04-19,1998-12-19,1999,1955,1,1955,/players/b/blainga01.html,Garry Blaine,RW
731,83,1915-09-26,1998-11-11,1999,1939,514,1950,/players/b/brimsfr01.html,Frank Brimsek,G
732,93,1906-02-07,1999-07-13,1999,1933,4,1933,/players/b/burrybe01.html,Bert Burry,D
733,80,1919-07-19,1999-07-27,1999,1940,166,1948,/players/c/carsebo01.html,Bob Carse,LW
734,32,1967-04-14,1999-05-03,1999,1987,751,1999,/players/c/chiasst01.html,Steve Chiasson,D
735,86,1912-07-03,1998-12-19,1999,1938,345,1945,/players/d/dahlscu01.html,Cully Dahlstrom,C
736,62,1937-03-12,1999-08-16,1999,1968,236,1974,/players/e/edwarro01.html,Roy Edwards,G
737,55,1943-07-21,1999-07-12,1999,1968,689,1980,/players/f/flettbi01.html,Bill Flett,RW
738,74,1924-11-11,1998-11-12,1999,1949,143,1954,/players/g/gelinja01.html,Jack Gelineau,G
739,75,1923-09-08,1998-12-17,1999,1943,53,1944,/players/g/goodebi01.html,Bill Gooden,LW
740,87,1912-04-13,1999-04-20,1999,1934,560,1946,/players/h/hollefl01.html,Flash Hollett,D
741,87,1912-01-07,1999-02-15,1999,1937,11,1937,/players/j/jacksll01.html,Lloyd Jackson,C
742,79,1919-07-27,1998-10-09,1999,1945,2,1945,/players/j/joanero01.html,Rosario Joanette,C
743,51,1948-01-19,1999-08-31,1999,1974,583,1983,/players/k/keaed01.html,Ed Kea,D
744,75,1924-03-02,1999-08-15,1999,1949,1,1949,/players/k/kempst01.html,Stan Kemp,D
745,74,1924-04-26,1998-11-25,1999,1944,24,1944,/players/k/kopakru01.html,Russ Kopak,C
746,71,1927-10-09,1999-06-11,1999,1948,13,1950,/players/k/kullmar01.html,Arnie Kullman,C
747,71,1926-11-11,1998-09-13,1999,1944,803,1960,/players/l/lumleha01.html,Harry Lumley,G
748,90,1909-01-01,1999-02-17,1999,1929,1,1930,/players/m/mcbricl01.html,Cliff McBride,RW/D
749,82,1917-04-15,1999-05-25,1999,1940,20,1943,/players/m/meronbi01.html,Bill Meronek,C
750,29,1969-03-27,1998-10-06,1999,1990,90,1994,/players/m/morinst01.html,Stephane Morin,C
751,73,1925-10-07,1998-10-10,1999,1948,34,1948,/players/m/morriro01.html,Rod Morrison,RW
752,60,1938-04-29,1999-01-09,1999,1960,38,1968,/players/p/pearsme01.html,Mel Pearson,LW
753,76,1923-03-16,1999-03-31,1999,1946,90,1948,/players/r/russech01.html,Church Russell,LW/C
754,76,1922-11-18,1999-08-21,1999,1948,291,1953,/players/s/slowied01.html,Ed Slowinski,RW
755,22,1976-12-26,1999-07-23,1999,1999,62,1999,/players/t/tertydm01.html,Dmitri Tertyshny,D
756,93,1906-03-23,1999-03-28,1999,1928,280,1934,/players/t/touhebi01.html,Bill Touhey,LW
757,62,1935-12-11,1998-10-30,1999,1957,786,1970,/players/v/vaskomo01.html,Moose Vasko,D
758,37,1961-03-30,1999-01-12,1999,1981,556,1990,/players/w/wickedo01.html,Doug Wickenheiser,C
759,90,1909-05-13,1999-07-15,1999,1932,2,1932,/players/w/wilsohu01.html,Hub Wilson,LW
760,81,1918-02-22,2000-02-07,2000,1939,612,1954,/players/a/abelsi01.html,Sid Abel,C/LW
761,73,1926-02-28,1999-12-30,2000,1949,59,1949,/players/a/albricl01.html,Clint Albright,C
762,85,1914-07-27,2000-03-27,2000,1939,340,1947,/players/a/allenge01.html,George Allen,LW/D
763,66,1933-09-18,1999-11-03,2000,1956,93,1959,/players/b/biondja01.html,Jack Bionda,D
764,87,1912-10-31,2000-06-23,2000,1933,17,1936,/players/b/blakemi01.html,Mickey Blake,LW/D
765,70,1929-04-15,1999-10-17,2000,1950,235,1957,/players/b/boltohu01.html,Hugh Bolton,D
766,85,1914-06-10,2000-02-08,2000,1943,1,1943,/players/b/bouvrli01.html,Lionel Bouvrette,G
767,88,1910-11-26,1999-10-31,2000,1937,5,1937,/players/b/brinkmi01.html,Milt Brink,C
768,74,1926-06-02,2000-06-20,2000,1948,7,1948,/players/b/butledi01.html,Dick Butler,RW
769,61,1938-06-10,2000-01-13,2000,1966,1,1966,/players/d/davismu01.html,Murray Davison,D
770,53,1946-09-14,2000-05-09,2000,1970,241,1975,/players/e/evansch01.html,Chris Evans,D
771,74,1925-04-16,2000-02-07,2000,1943,222,1948,/players/g/gallido01.html,Don Gallinger,C
772,83,1916-06-28,1999-11-29,2000,1941,108,1945,/players/j/jennibi01.html,Bill Jennings,RW
773,44,1955-08-02,1999-10-17,2000,1976,664,1986,/players/l/lapoiri01.html,Rick Lapointe,D
774,75,1924-05-21,1999-11-23,2000,1946,150,1951,/players/l/lundypa01.html,Pat Lundy,C
775,83,1917-08-08,2000-08-08,2000,1946,19,1948,/players/m/mackamu01.html,Murdo MacKay,RW/C
776,84,1915-12-08,2000-01-05,2000,1942,32,1942,/players/m/morinpe01.html,Pete Morin,LW
777,79,1921-01-03,2000-02-06,2000,1944,135,1949,/players/m/morrimo01.html,Moe Morris,D
778,73,1925-11-16,1999-09-30,2000,1951,31,1951,/players/p/powelra01.html,Ray Powell,C
779,77,1922-03-02,1999-09-12,2000,1943,775,1956,/players/q/quackbi01.html,Bill Quackenbush,D
780,78,1921-08-04,2000-05-27,2000,1943,978,1960,/players/r/richama01.html,Maurice Richard,RW
781,61,1937-12-04,1999-10-22,2000,1960,230,1968,/players/s/spencir01.html,Irv Spencer,D
782,83,1916-01-11,1999-11-20,2000,1941,80,1945,/players/t/thurifr01.html,Fred Thurier,C
783,71,1928-09-29,1999-11-25,2000,1949,251,1955,/players/t/timgrra01.html,Ray Timgren,LW
784,77,1921-10-11,1999-09-27,2000,1942,395,1950,/players/w/warwigr01.html,Grant Warwick,RW
785,87,1912-09-25,1999-11-01,2000,1931,5,1935,/players/w/webstau01.html,Aubrey Webster,RW
786,62,1937-08-02,1999-11-24,2000,1961,336,1971,/players/y/youngho01.html,Howie Young,D/RW
787,77,1924-04-26,2001-05-13,2001,1947,3,1953,/players/a/almasre01.html,Red Almas,G
788,62,1938-10-07,2000-12-09,2001,1965,838,1976,/players/b/bergmga01.html,Gary Bergman,D
789,68,1932-09-03,2000-12-27,2001,1962,55,1962,/players/b/boilema01.html,Marc Boileau,C
790,62,1938-10-21,2001-08-25,2001,1958,604,1980,/players/b/breweca01.html,Carl Brewer,D
791,94,1907-01-03,2001-02-04,2001,1930,8,1930,/players/b/brydsgo01.html,Gord Brydson,C/RW
792,86,1914-05-29,2000-10-31,2001,1939,124,1942,/players/c/carsebi01.html,Bill Carse,C
793,91,1909-05-31,2000-10-16,2001,1932,458,1942,/players/c/coultar01.html,Art Coulter,D
