,age,birth date,death date,experience,games,name
1041,,,,7,357,John Wetzel
1042,,,,2,54,Ken Wilburn
1043,59.0,1944-09-24,2004-04-04,8,516,Ron Williams
1044,,,,1,69,Bobby Wilson
1045,,,,4,125,Tom Workman
1046,,,,1,38,Bill Allen
1047,,,,3,194,Andrew Anderson
1048,,,,1,22,Harry Barnes
1049,69.0,1945-09-23,2015-04-11,4,281,Charles Beasley
1050,,,,10,747,Byron Beck
1051,,,,1,20,Larry Bergh
1052,68.0,1945-06-08,2013-10-23,1,70,Wesley Bialosuknia
1053,,,,1,7,Ed Biedenbach
1054,67.0,1945-08-23,2013-03-26,10,635,Tom Boerwinkle
1055,,,,1,12,Butch Booker
1056,,,,1,3,Brian Brunkhorst
1057,,,,2,129,Larry Bunce
1058,,,,1,36,Jim Burns
1059,,,,8,611,Fred Carter
1060,,,,4,206,Wayne Chapman
1061,,,,8,453,Lee Davis
1062,,,,1,8,Willie Davis
1063,,,,1,21,Jimmy Dawson
1064,,,,1,19,Dave Deutsch
1065,,,,1,21,John Dickson
1066,37.0,1945-08-16,1983-02-14,5,222,Sonny Dove
1067,,,,1,1,Rich Dumas
1068,,,,6,403,Ronald Franz
1069,,,,13,825,Walt Frazier
1070,67.0,1945-02-18,2012-05-06,1,48,Pat Frink
1071,,,,2,70,Mal Graham
1072,,,,1,44,Gary Gray
1073,,,,6,361,Gary Gregor
1074,,,,2,42,Al Hairston
1075,,,,1,72,Hal Hale
1076,,,,5,254,Shaler Halimon
1077,,,,16,1303,Elvin Hayes
1078,,,,1,46,Dennis Holman
1079,,,,2,109,Ervin Inniger
1080,,,,1,28,Willie Iverson
1081,,,,12,807,Phil Jackson
1082,,,,1,5,Hal Jeter
1083,,,,10,686,Jimmy Jones
1084,,,,5,198,Nick Jones
1085,,,,1,2,Butch Joyner
1086,,,,5,188,Arvesta Kelly
1087,,,,1,3,Lonnie Kluttz
1088,,,,3,124,Steven Kramer
1089,,,,1,8,Reggie Lacefield
1090,,,,6,446,Manny Leaks
1091,,,,2,148,Leary Lentz
1092,,,,4,255,Bobby Lewis
1093,,,,1,82,Barry Liebowitz
1094,,,,2,67,Plummer Lott
1095,,,,2,49,Mike Lynn
1096,,,,4,321,Randolph Mahaffey
1097,69.0,1945-04-09,2015-01-17,3,87,Roderick McDonald
1098,,,,7,465,Gene Moore
1099,,,,1,18,Richard Moore
1100,,,,1,9,John Morrison
1101,,,,1,63,Errol Palmer
1102,,,,2,69,Loy Petersen
1103,,,,3,157,Walter Piatkowski
1104,,,,5,241,Craig Raymond
1105,,,,1,6,Jim Reid
1106,,,,1,23,Bob Riedy
1107,,,,9,528,Pat Riley
1108,,,,9,639,Mike Riordan
1109,,,,1,40,Willie Rogers
1110,,,,1,17,Al Salvadori
1111,,,,1,22,Glynn Saulters
1112,68.0,1945-11-12,2014-07-24,10,586,Dale Schlueter
1113,,,,3,134,Garfield Smith
1114,,,,2,67,Daniel Sparks
1115,,,,1,10,Craig Spitzer
1116,,,,1,25,Randy Stoll
1117,37.0,1945-01-18,1982-10-23,1,30,Gary Suiter
1118,,,,2,80,Keith Swagerty
1119,,,,5,303,John Trapp
1120,,,,1,2,Gary Turner
1121,,,,6,342,Bob Verga
1122,,,,1,12,Phillip Wagner
1123,,,,3,20,Dwight Waller
1124,,,,10,590,Walt Wesley
1125,,,,1,20,Ron Widby
1126,,,,5,283,Bernie Williams
1127,,,,1,3,Cliff Williams
1128,,,,4,72,Milt Williams
1129,,,,2,66,Sam Williams
1130,,,,1,24,Willie Worsley
1131,67.0,1945-01-23,2012-03-23,5,335,Lonnie Wright
1132,,,,10,505,Zaid Abdul-Aziz
1133,,,,7,462,Rick Adelman
1134,,,,1,27,Bob Allen
1135,43.0,1946-01-11,1989-05-28,1,44,Wally Anderzunas
1136,,,,5,244,Johnny Baum
1137,,,,13,1041,Ron Boone
1138,,,,1,8,Clarence Brookins
1139,,,,1,13,George Bruns
1140,,,,4,245,Mike Butler
1141,,,,12,790,Don Chaney
1142,,,,5,248,Bob Christian
1143,,,,2,74,Jimmy Collins
1144,,,,7,465,Glen Combs
1145,,,,1,47,Russell Critchfield
1146,68.0,1946-03-17,2014-03-23,1,62,Bobby Croft
1147,,,,2,149,Al Cueto
1148,,,,7,358,Dick Cunningham
1149,,,,4,242,Mike Davis
1150,,,,1,8,Billy DeAngelis
1151,,,,10,767,Jim Eakins
1152,,,,1,18,Claude English
1153,50.0,1946-04-29,1996-05-19,2,31,Jake Ford
1154,39.0,1946-03-18,1985-10-04,8,524,Fred Foster
1155,,,,2,76,Carl Fuller
1156,,,,1,1,Bill Gaines
1157,58.0,1946-05-05,2005-04-16,8,578,Herm Gilliam
1158,59.0,1946-11-13,2006-01-25,3,90,Luther Green
1159,,,,1,26,Skip Harlicka
1160,,,,1,14,Brian Heaney
1161,,,,1,53,Earle Higgins
1162,66.0,1946-11-14,2013-07-14,4,252,Simmie Hill
1163,,,,1,6,A.W. Holt
1164,,,,1,54,Bobby Hooper
1165,,,,4,143,Bill Hosket
1166,65.0,1946-08-29,2012-08-03,7,447,Warren Jabali
1167,65.0,1946-08-15,2012-06-07,5,262,Mervin Jackson
1168,47.0,1946-12-18,1994-06-15,3,135,Rich Johnson
1169,,,,8,508,Rich Jones
1170,69.0,1946-07-13,2015-07-25,7,525,Bob Kauffman
1171,38.0,1946-09-05,1984-09-13,6,418,Julius Keye
1172,,,,1,2,Jim Kissane
1173,62.0,1946-02-27,2008-10-25,1,9,Rod Knowles
1174,,,,1,42,Tom Kondla
1175,,,,1,5,Tony Koski
1176,,,,8,547,Stu Lantz
1177,,,,6,337,Mike Lewis
1178,,,,1,3,Samuel Little
1179,,,,2,125,Bobby Lloyd
1180,,,,2,108,Henry Logan
1181,,,,1,39,Jim Marsh
1182,,,,7,379,Don May
1183,,,,3,155,Willie McCarter
1184,,,,8,555,Ted McClain
1185,,,,1,1,Jerry McKee
1186,,,,7,486,Larry Miller
1187,,,,9,682,Otto Moore
1188,,,,1,59,Ron Nelson
1189,,,,3,176,Dave Newmark
1190,,,,4,187,Rich Niemann
1191,,,,2,74,Bud Ogden
1192,,,,2,141,Barry Orms
1193,,,,1,2,Charles Parks
1194,,,,3,120,Charlie Paulk
1195,,,,4,142,Bob Quick
1196,71.0,1946-06-11,2017-11-19,5,278,Luther Rackley
1197,,,,1,1,Ron Sanford
1198,40.0,1946-06-21,1987-05-25,4,314,Donald Sidle
1199,,,,11,865,Bingo Smith
1200,44.0,1946-10-06,1990-10-11,1,11,Ken Spain
1201,,1946-02-09,1993-12-00,4,259,George Stone
1202,70.0,1946-06-19,2017-04-20,5,283,Skeeter Swift
1203,71.0,1946-03-13,2017-12-07,8,640,Fatty Taylor
1204,,,,1,2,Jack Thompson
1205,,,,2,50,Dallas Thornton
1206,,,,2,133,George Tinsley
1207,,,,13,984,Wes Unseld
1208,,,,8,486,Bob Warren
1209,,,,1,25,Rick Weitzman
1210,71.0,1946-11-16,2018-01-16,12,837,Jo Jo White
1211,,,,8,638,Chuck Williams
1212,,,,1,25,Willie Williams
1213,,,,1,24,Barry Yates
1214,,,,20,1560,Kareem Abdul-Jabbar
1215,,,,7,523,Don Adams
1216,,,,10,702,Lucius Allen
1217,,,,4,111,Bob Arnzen
1218,,,,1,11,John Arthurs
1219,,,,1,16,Walker Banks
1220,,,,9,605,Butch Beard
1221,,1947-06-15,1978-04-00,6,331,John Brisker
1222,,,,3,145,Bill Bunting
1223,,,,11,755,Mack Calvin
1224,,,,4,213,Larry Cannon
1225,,,,13,839,Bob Dandridge
1226,,,,1,4,Mack Daughtry
1227,,,,3,119,Joe DePre
1228,,,,5,274,Terry Driscoll
1229,,,,1,53,Billy Evans
1230,,,,2,49,Greg Fillmore
1231,,,,5,339,Dick Garrett
1232,,,,1,2,Jack Gillespie
1233,,,,1,27,Walt Gilmore
1234,,,,1,25,Clarence Glover
1235,,,,3,47,Bob Greacen
1236,,,,6,411,Lamar Green
1237,,,,2,62,Dennis Grey
1238,,,,1,25,Mike Grosso
1239,,,,1,2,Dick Grubar
1240,,,,2,73,Tom Hagan
1241,60.0,1947-01-13,2007-10-13,4,238,Art Harris
1242,,,,1,57,Charles Hentz
1243,,,,4,136,George Johnson
1244,68.0,1947-10-18,2016-01-07,12,869,John Johnson
1245,,,,9,725,Wil Jones
1246,,,,7,556,Bill Keller
1247,,,,3,168,Joe Kennedy
1248,,,,1,2,Wilber Kirkland
1249,,,,2,101,Ron Knight
1250,,,,9,568,Steve Kuberski
1251,,,,1,14,Chuck Lloyd
1252,40.0,1947-06-22,1988-01-05,10,658,Pete Maravich
1253,65.0,1947-07-10,2013-05-29,5,318,Cliff Meely
1254,,,,13,788,Steve Mix
1255,,,,5,283,Rick Mount
1256,,,,7,430,Willie Norwood
1257,,,,4,221,Bob Portman
1258,,,,1,10,George Reynolds
1259,,,,7,423,Rick Roberson
1260,,,,1,8,Willie Scott
1261,,,,1,22,Lynn Shackelford
1262,,,,5,337,Al Smith
1263,,,,8,524,Greg Smith
1264,,,,1,5,Pete Smith
1265,,,,1,12,Dennis Stewart
1266,,,,4,262,Oliver Taylor
1267,,,,3,77,Ronald Taylor
1268,,,,3,22,Justus Thigpen
1269,,,,6,437,George Thompson
1270,61.0,1947-04-01,2009-02-26,10,746,Norm Van Lier
1271,,,,1,31,Claude Virden
1272,,,,5,303,John Warren
1273,,,,3,118,Bobby Washington
1274,,,,1,1,Gene Williams
1275,,,,2,70,Jasper Wilson
1276,64.0,1947-02-04,2011-02-04,7,403,Lee Winfield
1277,,,,4,212,Harthorne Wingo
1278,,,,9,552,Willie Wise
1279,,,,2,60,Greg Wittman
1280,,,,2,53,Howie Wright
1281,48.0,1947-11-20,1996-02-05,2,90,Gary Zeller
1282,,,,13,876,Tiny Archibald
1283,,,,8,431,Jim Ard
1284,,,,12,733,Dennis Awtrey
1285,,,,1,47,Henry Bacon
1286,,,,1,38,Vic Bartolome
1287,,,,13,963,Fred Brown
1288,,,,10,682,Austin Carr
1289,69.0,1948-04-18,2017-11-03,1,9,Sid Catlett
1290,58.0,1948-08-14,2006-11-12,1,73,Joe Cooke
1291,,,,11,766,Dave Cowens
1292,,,,8,418,Charlie Criss
1293,28.0,1948-03-28,1977-01-02,3,182,Pete Cross
1294,,,,13,842,Coby Dietrick
1295,,,,1,1,Ron Dorsey
1296,52.0,1948-12-08,2001-01-07,4,120,Ken Durrett
1297,,,,1,12,Richard Fisher
1298,,,,1,35,Levi Fontaine
1299,,,,1,52,Gary Freeman
1300,,,,5,333,Dick Gibbs
1301,,,,6,344,Joe Hamilton
1302,61.0,1948-02-18,2009-03-11,1,47,Jim Hayes
1303,,,,11,787,Gar Heard
1304,,,,1,42,Dan Hester
1305,,,,2,120,Fred Hilton
1306,,,,2,92,Greg Howard
1307,,,,6,327,John Hummer
1308,,,,1,77,Greg Hyder
1309,69.0,1948-02-01,2017-05-08,6,325,George Irvine
1310,,,,15,1218,Dan Issel
1311,,,,1,20,Elvin Ivory
1312,,,,13,904,George Johnson
1313,,,,1,4,Earnie Killum
1314,65.0,1948-03-28,2014-03-14,13,1002,Sam Lacey
1315,26.0,1948-10-06,1975-06-24,5,300,Wendell Ladner
1316,,,,14,959,Bob Lanier
1317,,,,5,267,Mo Layton
1318,,,,1,19,Brian Mahoney
1319,,,,3,61,Harvey Marlatt
1320,,,,1,13,Vester Marshall
1321,46.0,1948-10-03,1994-10-18,3,112,Eddie Mast
1322,,,,1,13,Ken Mayfield
1323,69.0,1948-04-02,2017-09-06,5,271,Jim McDaniels
1324,68.0,1948-03-11,2016-05-16,9,631,Jim McMillian
1325,65.0,1948-05-13,2013-08-23,6,416,Dean Meminger
1326,,,,1,53,Larry Mikan
1327,67.0,1948-10-27,2016-01-15,2,62,Rex Morgan
1328,,,,13,1002,Calvin Murphy
1329,,,,1,14,Fran O'Hanlon
1330,,,,1,24,Grady O'Malley
1331,,,,1,32,Ralph Ogden
1332,56.0,1948-06-24,2004-07-28,5,350,Steve Patterson
1333,,1948-10-15,1982-02-00,2,25,Tom Patterson
1334,,,,15,1124,Billy Paultz
1335,,,,8,480,Curtis Perry
1336,,,,6,446,Geoff Petrie
1337,,,,2,31,Gene Phillips
1338,58.0,1948-08-31,2007-05-26,7,457,Howard Porter
1339,,,,2,143,Mike Pratt
1340,,,,3,123,Mike Price
1341,50.0,1948-02-13,1998-08-26,1,32,Jackie Ridgle
1342,,,,1,7,Bob Riley
1343,,,,2,134,Samuel Robinson
1344,,,,5,133,Paul Ruffner
1345,67.0,1948-04-12,2015-12-05,1,1,Dave Scholz
1346,,,,10,717,Charlie Scott
1347,60.0,1948-12-12,2009-06-04,12,976,Randy Smith
1348,57.0,1948-09-10,2005-10-20,4,309,Willie Sojourner
1349,54.0,1948-07-08,2002-07-09,3,213,Dave Sorenson
1350,64.0,1948-09-01,2012-12-29,1,53,Erv Staggs
1351,29.0,1948-08-16,1978-01-09,2,38,Paul Stovall
1352,,,,1,1,Bill Stricker
1353,,,,2,88,Fred Taylor
1354,,,,1,39,Joe Thomas
1355,,,,11,768,Rudy Tomjanovich
1356,53.0,1948-07-11,2002-01-21,6,379,George Trapp
1357,,,,2,100,John Vallely
1358,67.0,1948-07-29,2015-10-04,8,568,Neal Walk
1359,,,,7,445,Cornell Warner
1360,,,,1,54,Samuel Watts
1361,,,,2,75,Jeff Webb
1362,,,,1,24,Elnardo Webster
1363,,,,1,38,Herb White
1364,59.0,1948-02-03,2007-07-02,1,11,Al Williams
1365,,,,1,38,Vann Williford
1366,,,,2,78,Isaiah Wilson
1367,,,,1,6,Jim Wilson
1368,,,,2,48,Stephen Wilson
1369,,,,2,23,Marv Winkler
1370,,,,1,69,Charlie Yelverton
1371,,,,1,53,Bill Zopf
1372,,,,3,215,George Adams
1373,,,,1,7,Willie Allen
1374,,,,1,36,Odis Allison
1375,,,,9,675,Henry Bibby
1376,,,,1,47,David Bustion
1377,,,,2,78,Bill Chamberlain
1378,,,,10,788,Jim Chones
1379,,,,9,652,Jim Cleamons
1380,,,,3,144,Charlie Davis
1381,,,,5,340,Dwight Davis
1382,,,,6,413,Randy Denton
1383,59.0,1949-03-09,2008-06-25,1,3,Dwaine Dillard
1384,50.0,1949-10-16,2000-03-17,1,4,Jerry Dover
1385,,,,1,1,Jarrett Durham
1386,,,,1,22,Bobby Fields
1387,,,,10,794,Chris Ford
1388,,,,1,10,Harold Fox
1389,,,,3,107,William Franklin
1390,,,,2,120,Bernie Fryer
1391,,,,1,9,Kenneth Gardner
1392,,,,17,1329,Artis Gilmore
1393,,,,2,92,Jeff Halliburton
1394,,,,13,844,Spencer Haywood
1395,,,,2,49,Al Henry
1396,,,,9,682,Darnell Hillman
1397,,,,4,264,Mike Jackson
1398,58.0,1949-03-31,2007-06-01,7,521,Charles Johnson
1399,,,,10,690,Ollie Johnson
1400,,,,4,298,Collis Jones
1401,,,,1,17,Jake Jones
1402,,,,1,46,Ben Kelso
1403,,,,6,333,Goo Kennedy
1404,,,,2,84,Loyd King
1405,53.0,1949-04-04,2002-06-04,2,71,Bob Lackey
1406,,,,4,239,Stan Love
1407,,,,1,20,Charlie Lowery
1408,59.0,1949-05-10,2009-02-03,3,71,Mike Maloy
1409,,,,1,42,Gil McGregor
1410,60.0,1949-01-21,2009-03-06,4,177,Kenny McIntosh
1411,,,,10,636,John Mengelt
1412,,,,1,28,Barry Nelson
1413,,,,11,837,Mike Newlin
1414,,,,12,877,Tom Owens
1415,,,,1,5,Dana Pagett
1416,,,,7,510,Jim Price
1417,,,,10,784,Clifford Ray
1418,,,,3,84,Rich Rinaldi
1419,,,,1,45,Wilbert Robinson
1420,,,,13,930,Dave Robisch
1421,,,,8,479,John Roche
1422,,,,8,590,Curtis Rowe
1423,,,,1,23,Frank Russell
1424,45.0,1949-12-13,1995-06-12,2,110,Pierre Russell
1425,,,,3,169,Billy Shepherd
1426,,,,1,5,Sam Sibert
1427,,,,10,685,James Silas
1428,,,,10,705,Ralph Simpson
1429,,,,8,562,Elmore Smith
1430,,,,2,30,William Smith
1431,,,,9,610,Larry Steele
1432,,,,1,53,Walt Szczerbiak
1433,,,,10,760,Sidney Wicks
1434,,,,7,410,Dave Wohl
1435,,,,5,307,Mike Barr
1436,,,,2,115,Leon Benbow
1437,,,,6,327,Freddie Boyd
1438,,,,3,187,Steve Bracey
1439,,,,5,239,Roger Brown
1440,,,,13,966,Don Buse
1441,,,,8,542,Corky Calhoun
1442,,,,1,7,Sam Cash
1443,,,,10,578,Phil Chenier
1444,,,,6,357,E.C. Coleman
1445,,,,1,32,Jim Creighton
1446,,,,1,9,Bob Davis
1447,,,,4,190,Mel Davis
1448,,,,6,309,Mickey Davis
1449,,1950-01-22,1983-03-00,1,18,Jackie Dinkins
1450,,,,2,27,Steve Downing
1451,,,,6,361,Charles Dudley
1452,,,,2,155,Charles Edge
1453,,,,3,105,Scott English
1454,,,,16,1243,Julius Erving
1455,,,,1,9,Bob Ford
1456,,,,1,35,Rod Freeman
1457,,,,11,842,Mike Gale
1458,,,,5,263,Rowland Garrett
1459,,,,1,6,Jim Garvin
1460,,,,8,541,John Gianelli
1461,,,,4,201,Travis Grant
1462,,,,1,11,Bernie Harris
1463,,,,10,688,Steve Hawes
1464,55.0,1950-01-15,2005-11-23,3,162,Nate Hawthorne
1465,,,,1,1,Billy James
1466,64.0,1950-08-04,2014-09-21,17,1299,Caldwell Jones
1467,,,,1,24,Frank Kendrick
1468,,,,3,97,Russ Lee
1469,,,,3,213,Willie Long
1470,,,,4,271,LaRue Martin
1471,,,,3,37,Paul McCracken
1472,,,,11,842,George McGinnis
1473,,,,1,5,Roy McPipe
1474,,,,1,44,Eric McWilliams
1475,,,,1,4,Mark Minor
1476,,,,5,236,Bob Nash
1477,,,,11,722,Swen Nater
1478,,,,7,435,Lloyd Neal
1479,,,,2,35,Bill Newton
1480,,,,4,303,Jimmy O'Brien
1481,,,,2,58,Jim Owens
1482,,,,1,21,Wayne Pack
1483,,,,1,29,Tom Payne
1484,,,,1,11,Jerry Pender
1485,,,,1,21,Aulcie Perry
1486,,,,10,659,Kevin Porter
1487,,,,1,30,Stephen Previs
1488,,,,5,338,Ed Ratleff
1489,,,,1,19,Joe Reaves
1490,,,,3,82,Tom Riker
1491,,,,4,264,Ron Riley
1492,,,,6,402,Marv Roberts
1493,,,,1,18,Harry Rogers
1494,58.0,1950-09-18,2009-04-16,1,2,Reggie Royals
1495,44.0,1950-01-01,1994-05-04,1,4,Al Sanders
1496,,,,1,9,Frank Schade
1497,,,,1,28,Mark Sibley
1498,,,,5,313,Bud Stallworth
1499,,,,5,341,Chuck Terry
1500,,,,6,349,Claude Terry
1501,,,,4,264,Ronald Thomas
1502,,,,1,16,Ansley Truitt
1503,,,,3,113,John Tschogl
1504,,,,8,536,Dave Twardzik
1505,58.0,1950-07-20,2008-10-17,7,453,Nick Weatherspoon
1506,,,,1,33,Owen Wells
1507,,,,12,823,Paul Westphal
1508,,,,8,642,Nate Williams
1509,,,,3,118,Luke Witte
1510,,,,3,103,Joby Wright
1511,,,,3,157,Dennis Wuycik
1512,,,,2,95,Dan Anderson
1513,37.0,1951-02-18,1988-11-28,5,147,Gus Bailey
1514,,,,9,706,Mike Bantom
1515,,,,1,21,Jerry Baskerville
1516,,,,7,473,Tim Bassett
1517,,,,1,58,Lloyd Batts
1518,,,,7,388,Ron Behagen
1519,,,,3,63,Dennis Bell
1520,,,,9,703,Jim Brewer
1521,,,,10,695,Allan Bristow
1522,,,,7,486,John Brown
1523,,,,1,28,Al Carlson
1524,,,,10,678,M.L. Carr
1525,,,,11,725,Harvey Catchings
1526,,,,5,322,Ken Charles
1527,,,,1,25,Ben Clyde
1528,,,,8,415,Doug Collins
1529,,,,1,24,John Coughran
1530,,,,4,180,Mike D'Antoni
1531,,,,1,47,Jesse Dark
1532,,,,2,23,Henry Dickerson
1533,51.0,1951-12-14,2003-01-30,1,58,Clyde Dickey
1534,51.0,1951-03-20,2002-06-25,5,321,Derrek Dickey
1535,,,,5,312,Ernie DiGregorio
1536,63.0,1951-08-31,2014-09-28,1,40,Roy Ebron
1537,60.0,1951-02-16,2011-04-02,2,128,Larry Finch
1538,,,,2,89,Jimmy Foster
1539,54.0,1951-12-19,2006-06-13,3,224,Leonard Gray
1540,,,,7,459,Mike Green
1541,,,,1,47,Lindsay Hairston
1542,45.0,1951-07-26,1996-11-19,2,31,Phil Hankinson
1543,58.0,1951-11-12,2010-01-03,1,76,Billy Harris
1544,,,,4,276,Wilbur Holland
1545,,,,3,75,Tom Ingelsby
1546,,,,1,56,Wardell Jackson
1547,,,,12,941,Bobby Jones
1548,,,,3,180,Kevin Joyce
1549,,,,1,26,Irv Kiffin
1550,,,,1,9,Ron King
1551,,,,2,76,Len Kosmalski
1552,,,,3,189,Tom Kozelko
1553,,,,9,555,Kevin Kunnert
1554,,,,4,273,Bo Lamar
1555,,,,2,10,Greg Lee
1556,57.0,1951-12-20,2009-11-02,2,82,Phil Lumpkin
1557,,,,1,30,Mike Macaluso
1558,,,,1,5,Ted Manakas
1559,,,,14,852,Bob McAdoo
1560,,,,3,148,Patrick McFarland
1561,,,,1,2,Allie McGuire
1562,53.0,1951-01-31,2004-12-29,6,297,Larry McNeill
1563,,,,2,137,Gary Melchionni
1564,,,,5,224,Louie Nelson
1565,,,,7,455,Johnny Neumann
1566,,,,2,58,Jim O'Brien
1567,,,,3,173,Barry Parkhill
1568,,,,4,196,Sam Pellom
1569,,,,2,60,Mike Ratliff
1570,58.0,1951-12-23,2010-04-25,8,550,Kevin Restani
1571,53.0,1951-03-09,2004-05-08,2,72,Ronnie Robinson
1572,,,,11,772,Truck Robinson
1573,,,,4,210,Fred Saunders
1574,,,,3,137,Billy Schaeffer
1575,52.0,1951-10-10,2004-03-09,1,54,Don Smith
1576,,,,6,347,Kevin Stacom
1577,,,,10,601,Brian Taylor
1578,,,,3,80,Dean Tolson
1579,,,,9,598,Jan van Breda Kolff
1580,,,,10,658,Foots Walker
1581,,,,10,507,Kermit Washington
1582,,,,6,437,Slick Watts
1583,,,,4,146,Earl Williams
1584,45.0,1951-11-10,1996-11-30,8,516,John Williamson
1585,,,,4,143,Bobby Wilson
1586,,,,5,366,Bird Averitt
1587,62.0,1952-07-27,2014-09-08,6,315,Marvin Barnes
1588,,,,1,46,Lionel Billingy
1589,,,,1,6,Ken Boyd
1590,29.0,1952-03-16,1982-02-20,3,98,Jim Bradley
1591,,,,1,7,Wayman Britt
1592,,,,7,446,Tom Burleson
1593,,,,1,6,Cornelius Cash
1594,,,,2,107,Rod Derline
1595,,,,2,50,Dennis DuVal
1596,,,,4,220,Al Eberhard
1597,,,,10,658,Len Elmore
1598,,,,2,77,Darrell Elston
1599,,,,7,474,Don Ford
1600,,,,14,1060,George Gervin
1601,,,,1,36,Greg Griffin
1602,,,,3,112,Glenn Hansen
1603,,,,9,650,Tom Henderson
1604,,,,1,15,Bill Higgins
1605,,,,6,425,Kim Hughes
1606,59.0,1952-08-02,2012-05-01,1,49,Greg Jackson
1607,,,,5,356,Aaron James
1608,,,,12,904,Mickey Johnson
1609,64.0,1952-02-27,2016-07-25,10,766,Dwight Jones
1610,,,,5,264,George Karl
1611,,,,10,752,Larry Kenon
1612,,,,11,821,Billy Knight
1613,62.0,1952-12-08,2015-07-16,1,3,Edmund Lawrence
1614,,,,6,448,Ron Lee
1615,,,,1,38,Bill Ligon
1616,,,,6,372,Scott Lloyd
1617,58.0,1952-02-18,2010-10-31,14,1021,Maurice Lucas
1618,,,,3,146,Glenn McDonald
1619,,,,11,729,Tom McMillen
1620,,,,2,31,Allen Murphy
1621,,,,9,566,Campy Russell
1622,,,,1,4,Ed Searcy
1623,,,,5,318,John Shumate
1624,,,,6,337,Al Skinner
1625,,,,2,145,Tal Skinner
1626,50.0,1952-04-22,2002-07-29,9,659,Phil Smith
1627,,,,1,24,Collis Temple
1628,,,,1,1,Dennis Van Zant
1629,,,,2,93,David Vaughn
1630,,,,10,468,Bill Walton
1631,56.0,1952-09-07,2008-11-09,1,5,Perry Warbington
1632,,,,2,88,Henry Ward
1633,,,,2,56,Donald Washington
1634,,,,1,1,Stan Washington
1635,56.0,1952-04-13,2009-04-04,10,617,Marvin Webster
1636,,,,13,906,Scott Wedman
1637,,,,1,39,Hank Williams
1638,,,,9,650,Brian Winters
1639,55.0,1953-10-09,2009-08-01,2,49,Jerome Anderson
1640,,,,1,5,Jimmie Baker
1641,,,,1,12,Nathaniel Barnett
1642,,,,1,4,Norton Barnhill
1643,,,,4,94,Bob Bigelow
1644,,,,1,4,Jim Bostic
1645,,,,6,366,Tom Boswell
1646,,,,3,99,Alonzo Bradley
1647,,,,12,849,Junior Bridgeman
1648,,,,1,33,George Bucci
1649,62.0,1953-02-28,2015-10-29,3,134,Ticky Burden
1650,,,,2,82,Bob Carrington
1651,,,,1,24,Jimmy Conner
1652,,,,1,11,Rick Darnell
1653,,,,6,218,Eric Fernsten
1654,,,,3,211,Mike Flynn
1655,,,,1,2,Larry Fogle
1656,,,,13,886,World B. Free
1657,,,,7,446,Gus Gerard
1658,,,,4,205,Steve Green
1659,,,,10,672,Kevin Grevey
1660,,,,8,513,Bob Gross
1661,,,,2,28,Rudy Hackett
1662,,,,2,57,Phil Hicks
1663,,,,8,468,Armond Hill
1664,,,,10,673,Lionel Hollins
1665,,,,6,374,Major Jones
1666,,,,11,814,Rich Kelley
1667,,,,2,78,Tom Kropp
1668,,,,3,147,C.J. Kupec
1669,,,,7,446,John Lambert
1670,,,,2,118,John Laskowski
1671,,,,14,928,John Lucas
1672,,,,2,74,Clyde Mayes
1673,,,,3,103,Andre McCarter
1674,,,,7,418,Jim McElroy
1675,59.0,1953-10-26,2013-10-13,10,670,Joe Meriweather
1676,62.0,1953-04-21,2015-10-09,4,281,Dave Meyers
1677,,,,3,99,Connie Norman
1678,,,,1,8,Eddie Owens
1679,,,,2,79,Joe Pace
1680,,,,21,1611,Robert Parish
1681,29.0,1953-01-20,1982-09-16,7,529,Bill Robinzine
1682,57.0,1953-08-27,2011-06-15,1,26,Marshall Rogers
1683,59.0,1953-05-26,2012-08-06,12,813,Dan Roundfield
1684,,,,5,348,Bruce Seals
1685,,,,1,44,Phil Sellers
1686,62.0,1953-08-07,2016-03-16,1,34,Gene Short
1687,,,,1,19,Ken Smith
1688,,,,4,78,Willie Smith
1689,,,,11,821,Ricky Sobers
1690,,,,3,191,Mike Sojourner
1691,,,,4,262,Earl Tatum
1692,45.0,1953-08-20,1998-10-26,1,28,Terry Thomas
1693,,,,2,115,Monte Towe
1694,,,,5,341,Lloyd Walton
1695,,,,5,124,Rudy White
1696,,,,12,828,Jamaal Wilkes
1697,,,,1,22,Chuckie Williams
1698,,,,1,71,Fly Williams
1699,,,,11,825,Gus Williams
1700,,,,1,7,Jim Zoet
1701,,,,5,319,Tom Abernethy
1702,,,,13,988,Alvan Adams
1703,,,,11,680,Kent Benson
1704,,,,1,7,Phil Bond
1705,,,,1,5,Dennis Boyd
1706,,,,4,241,Gary Brokaw
1707,,,,8,606,Joe Bryant
1708,,,,10,719,Quinn Buckner
1709,,,,1,29,Art Collins
1710,,,,1,15,Mark Crow
1711,,,,3,78,Ron Davis
1712,,,,15,1033,Walter Davis
1713,,,,3,60,Jacky Dorsey
1714,,,,7,456,Leon Douglas
1715,,,,11,739,John Drew
1716,,,,1,6,Ralph Drollinger
1717,,,,11,438,Mike Dunleavy
1718,,,,3,168,Bo Ellis
1719,,,,15,1193,Alex English
1720,,,,1,48,Butch Feher
1721,49.0,1954-04-05,2003-05-14,1,20,Al Fleming
1722,,,,2,139,Bayard Forrest
1723,25.0,1954-10-18,1980-05-23,4,239,Terry Furlow
1724,,,,14,946,Rickey Green
